"","variable","year","mean","sd","lower","upper"
"1","b_t",2000,7572.53980202384,6161.22158280306,2411.06159499028,18085.993470059
"2","b_t",2001,6785.62034030591,5819.72705101976,1951.19599267271,16918.2308176711
"3","b_t",2002,7214.96631958145,6376.25235986988,2055.0619412356,18000.5655542202
"4","b_t",2003,7130.11446397334,6465.28538932981,1975.3462898259,17464.0748841735
"5","b_t",2004,8265.92913731314,7313.20849500999,2322.31182529026,20254.0156554026
"6","b_t",2005,10904.0754303462,9482.7743945606,3170.42238600752,26981.920858876
"7","b_t",2006,16563.9846212961,14330.1758840581,4722.87303116107,39817.2570633014
"8","b_t",2007,15014.4152538863,12952.664809825,4215.06314023885,38239.1927511432
"9","b_t",2008,15621.3011915707,13763.0633096787,4382.26117662443,39153.9666635417
"10","b_t",2009,16553.5315582641,14284.100314594,4633.1253497739,41602.7122942901
"11","b_t",2010,14257.2061510679,12983.3594620311,3923.67611863751,36082.6938761048
"12","b_t",2011,13080.850019379,11519.5086164311,3518.77924349582,32464.8375896547
"13","b_t",2012,10874.9551640987,9695.04467085228,2934.92017604936,27942.7598576732
"14","b_t",2013,9138.85175040054,8064.47421854411,2548.36836781671,23438.0936786178
"15","b_t",2014,7911.9797530618,6945.25730054132,2144.3069875615,20507.7109862625
"16","b_t",2015,7057.3391026607,6306.57783454295,1947.43272671097,17652.9441220953
"17","b_t",2016,6414.16793804072,6021.60942204014,1635.97399551419,16542.5238175915
"18","b_t",2017,5515.834573344,5121.94544696041,1429.50348098242,13934.7345061996
"19","b_t",2018,4661.09352761346,4118.40285706414,1266.48761093583,11479.5824088578
"20","bmsy",2000,5486.75967713288,4430.3497971245,1790.83756792923,13064.5025980198
"21","ck",2000,0.0139570223066244,0.00816007156338943,0.00394198060085748,0.0287574953382782
"22","ck",2001,0.0176156592219532,0.0102991194489381,0.0049753153214706,0.0362958679026812
"23","ck",2002,0.0216808113500962,0.01267583932177,0.00612346501104074,0.0446718374186846
"24","ck",2003,0.018699699789458,0.0109329114150266,0.00528148857202264,0.0385294597736155
"25","ck",2004,0.0218163164210343,0.012755063317531,0.00616173666735974,0.0449510364025514
"26","ck",2005,0.0306241460320109,0.0179046230420001,0.00864939432809504,0.063098970353892
"27","ck",2006,0.077508900576594,0.0453161255753277,0.0218913874144706,0.159701818771797
"28","ck",2007,0.0627388478443409,0.0366807100373719,0.0177197768756991,0.129269129530318
"29","ck",2008,0.0590802109290122,0.0345416621518232,0.016686442155086,0.121730756965915
"30","ck",2009,0.0705981419587508,0.0412757017915135,0.0199395329422014,0.145462670594592
"31","ck",2010,0.0597577362837027,0.0349377821306285,0.016877800436681,0.123126751885249
"32","ck",2011,0.05352450302055,0.0312934783256196,0.0151173042460068,0.110283598627378
"33","ck",2012,0.0384834401464208,0.0224996147961417,0.0108691503945973,0.0792925114181651
"34","ck",2013,0.0311661663157633,0.0182215190250443,0.00880248095337106,0.0642157662893591
"35","ck",2014,0.0272365192585584,0.0159240231479735,0.00769260292011993,0.0561189957572225
"36","ck",2015,0.026694498974806,0.0156071271649293,0.00753951629484391,0.0550021998217554
