Stock,yr,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Sphyraena.sphyraena,2000,1.36922169747438,0.120922341507251,1.36922169747438,0.120922341507251
Sphyraena.sphyraena,2001,1.17848166285748,0.177322407491276,1.17848166285748,0.177322407491276
Sphyraena.sphyraena,2002,1.25600986355623,0.204771743824499,1.25600986355623,0.204771743824499
Sphyraena.sphyraena,2003,1.23067346367458,0.18025169038822,1.23067346367458,0.18025169038822
Sphyraena.sphyraena,2004,1.44860903618277,0.178656072390509,1.44860903618277,0.178656072390509
Sphyraena.sphyraena,2005,1.9031449183522,0.190888460543228,1.9031449183522,0.190888460543228
Sphyraena.sphyraena,2006,2.89834488992747,0.317240818379186,2.89834488992747,0.317240818379186
Sphyraena.sphyraena,2007,2.62439774653127,0.28359229740709,2.62439774653127,0.28359229740709
Sphyraena.sphyraena,2008,2.71674623564414,0.257976716821159,2.71674623564414,0.257976716821159
Sphyraena.sphyraena,2009,2.88053070561676,0.290742359298042,2.88053070561676,0.290742359298042
Sphyraena.sphyraena,2010,2.47349220579829,0.286596669562617,2.47349220579829,0.286596669562617
Sphyraena.sphyraena,2011,2.27001704173806,0.279711984234107,2.27001704173806,0.279711984234107
Sphyraena.sphyraena,2012,1.89022929724011,0.241516577620586,1.89022929724011,0.241516577620586
Sphyraena.sphyraena,2013,1.55777996297659,0.237336655813055,1.55777996297659,0.237336655813055
Sphyraena.sphyraena,2014,1.36461252928624,0.236771703619127,1.36461252928624,0.236771703619127
Sphyraena.sphyraena,2015,1.22207882752304,0.2591254696151,1.22207882752304,0.2591254696151
Sphyraena.sphyraena,2016,1.08024192286704,0.260411474740823,1.08024192286704,0.260411474740823
Sphyraena.sphyraena,2017,0.94342928811126,0.310102401510977,0.94342928811126,0.310102401510977
Sphyraena.sphyraena,2018,0.806663082281453,0.338766015390993,0.806663082281453,0.338766015390993
Scomberesox.saurus,2006,1.43340701856014,0.00234455920359813,1.43340701856014,0.00234455920359813
Scomberesox.saurus,2007,1.51526137195097,0.0450405570306952,1.51526137195097,0.0450405570306952
Scomberesox.saurus,2008,2.07569236755895,0.137247987254458,2.07569236755895,0.137247987254458
Scomberesox.saurus,2009,1.182023542134,0.0418822524308736,1.182023542134,0.0418822524308736
Scomberesox.saurus,2010,0.911374430063133,0.0374424682043359,0.911374430063133,0.0374424682043359
Scomberesox.saurus,2011,0.896940092630308,0.0217606013389968,0.896940092630308,0.0217606013389968
Scomberesox.saurus,2012,1.93669135558564,0.138288708097206,1.93669135558564,0.138288708097206
Scomberesox.saurus,2013,0.63432870318098,0.0236374709514326,0.63432870318098,0.0236374709514326
Scomberesox.saurus,2014,0.705010685922397,0.0320848291800828,0.705010685922397,0.0320848291800828
Scomberesox.saurus,2015,0.808556391474721,0.0423636081123688,0.808556391474721,0.0423636081123688
Scomberesox.saurus,2016,0.769103432795031,0.0307555658988689,0.769103432795031,0.0307555658988689
Scomberesox.saurus,2017,0.733262479319077,0.0100478414892978,0.733262479319077,0.0100478414892978
Scomberesox.saurus,2018,0.6433129843047,0.333134484862483,0.6433129843047,0.333134484862483
Trachinotus.ovatus,2005,1.5177147889983,0.596232707488361,1.5177147889983,0.596232707488361
Trachinotus.ovatus,2006,1.15743234029268,0.500720299670158,1.15743234029268,0.500720299670158
Trachinotus.ovatus,2007,0.9954795640911,0.469830751041042,0.9954795640911,0.469830751041042
Trachinotus.ovatus,2008,1.25102787035125,0.552659810145967,1.25102787035125,0.552659810145967
Trachinotus.ovatus,2009,1.39994633647031,0.566499029386225,1.39994633647031,0.566499029386225
Trachinotus.ovatus,2010,1.39051243512594,0.65077533647344,1.39051243512594,0.65077533647344
Trachinotus.ovatus,2011,1.28435999569806,0.585815563493364,1.28435999569806,0.585815563493364
Trachinotus.ovatus,2012,1.31006973643049,0.68297406726508,1.31006973643049,0.68297406726508
Trachinotus.ovatus,2013,0.920522898726867,0.452861307497822,0.920522898726867,0.452861307497822
Trachinotus.ovatus,2014,1.05241522014784,0.405768309762667,1.05241522014784,0.405768309762667
Trachinotus.ovatus,2015,1.77204963564023,0.860659431677196,1.77204963564023,0.860659431677196
Trachinotus.ovatus,2016,1.05924044420775,1.12307112866579,1.05924044420775,1.12307112866579
Trachinotus.ovatus,2017,0.795248497870104,0.90776084694954,0.795248497870104,0.90776084694954
Trachinotus.ovatus,2018,0.709507620736619,0.960138078657451,0.709507620736619,0.960138078657451
Trachurus.spp,1951,1.27468795434587,0.186857848916171,1.27468795434587,0.186857848916171
Trachurus.spp,1952,1.19499756897029,0.216403239260127,1.19499756897029,0.216403239260127
Trachurus.spp,1953,1.32017766696295,0.305853566001088,1.32017766696295,0.305853566001088
Trachurus.spp,1954,1.56929777601752,0.396069254820877,1.56929777601752,0.396069254820877
Trachurus.spp,1955,1.49300626908588,0.388959391178865,1.49300626908588,0.388959391178865
Trachurus.spp,1956,1.89914697404575,0.415668003785001,1.89914697404575,0.415668003785001
Trachurus.spp,1957,2.15926155529395,0.424426058490315,2.15926155529395,0.424426058490315
Trachurus.spp,1958,2.87615722590316,0.498460079969789,2.87615722590316,0.498460079969789
Trachurus.spp,1959,2.49518604450478,0.465471350906924,2.49518604450478,0.465471350906924
Trachurus.spp,1960,2.1539653754617,0.425469639207474,2.1539653754617,0.425469639207474
Trachurus.spp,1961,1.74082499126235,0.424803821533245,1.74082499126235,0.424803821533245
Trachurus.spp,1962,2.15762035549462,0.357461944978641,2.15762035549462,0.357461944978641
